**Sh#** | **Sh** | **Time** | **In** | **Scene** | **Description** | **Title** | **Time** | **In** | **Time** | **Out** | **Dur** | **Titles**
 |  |  |  | it, a night | like tonight, |  |  |  |  |  |  | 
243 | 01:14:33:20 |  |  | MWS | - JACK SPEAKS WITH | 331 | 01:14:35:06 |  | 01:14:37:09 |  | 02:03 | a spooky night like Halloween,
 |  |  |  | CHRISTOU |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 332 | 01:14:37:11 |  | 01:14:40:13 |  | 03:02 | holds a special significance
 |  |  |  | a spooky | night like Halloween, |  |  |  |  |  |  | for someone in your profession.
 |  |  |  | holds | a special significance |  |  |  |  |  |  | 
 |  |  |  |  |  | 333 | 01:14:40:15 |  | 01:14:41:13 |  | 00:22 | CHRISTOU:
 |  |  |  | for someone | in your profession. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | That is correct.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 334 | 01:14:41:15 |  | 01:14:44:01 |  | 02:10 | All Hallow's Eve is
 |  |  |  | That | is correct. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | a time to break open
 |  |  |  | All Hallow's | Eve is |  |  |  |  |  |  | 
 |  |  |  |  |  | 335 | 01:14:44:03 |  | 01:14:45:17 |  | 01:14 | the doors to the underworld.
 |  |  |  | a time | to break open |  |  |  |  |  |  | 
 |  |  |  |  |  | 336 | 01:14:45:19 |  | 01:14:47:08 |  | 01:13 | It is the last
 |  |  |  | the doors | to the underworld. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | chance for the spirits
 |  |  |  | It is the | last |  |  |  |  |  |  | 
 |  |  |  | chance | for the spirits |  |  |  |  |  |  | 
244 | 01:14:46:04 |  |  | MCU | - CHRISTOU EXPLAINS | 337 | 01:14:47:10 |  | 01:14:49:01 |  | 01:15 | of the recently deceased
 |  |  |  | of the | recently deceased |  |  |  |  |  |  | 
245 | 01:14:48:17 |  |  | MCU | - JACK NODS | 338 | 01:14:49:03 |  | 01:14:51:03 |  | 02:00 | to attend to any
 |  |  |  |  |  |  |  |  |  |  |  | unfinished business.
 |  |  |  | to attend | to any |  |  |  |  |  |  | 
 |  |  |  | unfinished | business. |  |  |  |  |  |  | 
 |  |  |  |  |  | 339 | 01:14:51:05 |  | 01:14:51:14 |  | 00:09 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Mm.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Mm. |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 340 | 01:14:51:16 |  | 01:14:52:06 |  | 00:14 | GUS:
 |  |  |  |  |  |  |  |  |  |  |  | Ooh.
 |  |  |  | GUS: |  |  |  |  |  |  |  | 
 |  |  |  | Ooh. |  |  |  |  |  |  |  | 
246 | 01:14:52:00 |  |  | MS - | GUS WATCHES | 341 | 01:14:52:08 |  | 01:14:54:03 |  | 01:19 | JACK (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | So that explains the
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | significance, then,
 |  |  |  | So that | explains the |  |  |  |  |  |  | 
 |  |  |  | significance, | then, |  |  |  |  |  |  | 
247 | 01:14:53:13 |  |  | MWS | - JACK ASKS CHRISTOU | 342 | 01:14:54:05 |  | 01:14:55:20 |  | 01:15 | of the Halloween masks.
 |  |  |  | of the | Halloween masks. |  |  |  |  |  |  | 
 |  |  |  |  |  | 343 | 01:14:55:22 |  | 01:14:58:12 |  | 02:14 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | Si, yes, we use them to
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | hide from the angry spirits.
 |  |  |  | Si, yes, | we use them to |  |  |  |  |  |  | 
 |  |  |  | hide | from the angry spirits. |  |  |  |  |  |  | 
248 | 01:14:57:01 |  |  | MCU | - CHRISTOU EXPLAINS |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 27
249 | 01:14:58:07 |  |  | MCU | - JACK SHRUGS | 344 | 01:14:58:14 |  | 01:15:00:04 |  | 01:14 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Ooh.
 |  |  |  | JACK: |  |  |  |  |  |  |  | [audience laughing]
 |  |  |  | Ooh. |  |  |  |  |  |  |  | 
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
250 | 01:14:59:12 |  |  | MCU | - CHRISTOU LOOKS AT | 345 | 01:15:00:06 |  | 01:15:02:07 |  | 02:01 | JACK:
 |  |  |  | JACK |  |  |  |  |  |  |  | I'm so curious,
 |  |  |  |  |  |  |  |  |  |  |  | do you hear these voices
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | I'm so | curious, |  |  |  |  |  |  | 
 |  |  |  | do you | hear these voices |  |  |  |  |  |  | 
251 | 01:15:01:17 |  |  | MS - | JACK ASKS | 346 | 01:15:02:09 |  | 01:15:04:03 |  | 01:18 | of the dead all the time?
 |  |  |  | of the | dead all the time? |  |  |  |  |  |  | 
252 | 01:15:03:22 |  |  | MCU | - CHRISTOU EXPLAINS | 347 | 01:15:04:05 |  | 01:15:06:11 |  | 02:06 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | The energy is ever-present, si.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | The energy | is ever-present, si. | 348 | 01:15:06:13 |  | 01:15:08:09 |  | 01:20 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | And then I guess the
 |  |  |  | JACK: |  |  |  |  |  |  |  | burning question is,
 |  |  |  | And | then I guess the |  |  |  |  |  |  | 
 |  |  |  | burning | question is, |  |  |  |  |  |  | 
253 | 01:15:06:20 |  |  | MS - | JACK ASKS | 349 | 01:15:08:11 |  | 01:15:10:01 |  | 01:14 | how the hell do
 |  |  |  |  |  |  |  |  |  |  |  | you get any sleep?
 |  |  |  | how | the hell do |  |  |  |  |  |  | 
 |  |  |  | you get | any sleep? |  |  |  |  |  |  | 
254 | 01:15:09:03 |  |  | MWS | - CHRISTOU EXPLAINS TO | 350 | 01:15:10:03 |  | 01:15:11:18 |  | 01:15 | [laughs]
 |  |  |  | JACK |  |  |  |  |  |  |  | [audience laughing]
 |  |  |  | [laughs] |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 351 | 01:15:11:20 |  | 01:15:13:01 |  | 01:05 | JACK:
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | I mean, right?
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 352 | 01:15:13:03 |  | 01:15:15:12 |  | 02:09 | CHRISTOU:
 |  |  |  | I mean, | right? |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Just think of my mind
 |  |  |  |  |  |  |  |  |  |  |  | like the ham radio,
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | Just | think of my mind |  |  |  |  |  |  | 
 |  |  |  |  |  | 353 | 01:15:15:14 |  | 01:15:17:22 |  | 02:08 | picking up frequencies
 |  |  |  | like the | ham radio, |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | in the airwaves.
 |  |  |  | picking | up frequencies |  |  |  |  |  |  | 
 |  |  |  | in the | airwaves. |  |  |  |  |  |  | 
255 | 01:15:16:04 |  |  | MCU | - CHRISTOU EXPLAINS | 354 | 01:15:18:00 |  | 01:15:19:08 |  | 01:08 | When I no longer want to listen,
 |  |  |  | When | I no longer want to listen, | 355 | 01:15:19:10 |  | 01:15:22:02 |  | 02:16 | I simply switch it off.
 |  |  |  | I simply | switch it off. |  |  |  |  |  |  | 
256 | 01:15:20:22 |  |  | MS - | JACK SNAPS HIS FINGERS | 356 | 01:15:22:04 |  | 01:15:24:08 |  | 02:04 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Just like that?
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Just | like that? |  |  |  |  |  |  | 
 |  |  |  |  |  | 357 | 01:15:24:10 |  | 01:15:25:13 |  | 01:03 | Wow. Okay.
 |  |  |  |  |  |  |  |  |  |  |  | pg. 28
 |  |  |  | Wow. | Okay. |  |  |  |  |  |  | 
257 | 01:15:24:22 |  |  | MWS | - JACK GESTURES. | 358 | 01:15:25:15 |  | 01:15:29:08 |  | 03:17 | Well, then I think it is
 |  |  |  | CHRISTOU | EXPLAINS |  |  |  |  |  |  | time, ladies and gentlemen,
 |  |  |  | Well, | then I think it is |  |  |  |  |  |  | 
 |  |  |  |  |  | 359 | 01:15:29:10 |  | 01:15:31:22 |  | 02:12 | that we fire up
 |  |  |  | time, | ladies and gentlemen, |  |  |  |  |  |  | those frequencies.
 |  |  |  | that we | fire up |  |  |  |  |  |  | 
 |  |  |  |  |  | 360 | 01:15:32:00 |  | 01:15:34:02 |  | 02:02 | CHRISTOU:
 |  |  |  | those | frequencies. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | The energy in here is
 |  |  |  |  |  |  |  |  |  |  |  | very strong.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | The energy | in here is |  |  |  |  |  |  | 
 |  |  |  | very | strong. |  |  |  |  |  |  | 
258 | 01:15:33:15 |  |  | MWS | - JACK TAKES THE MIC | 361 | 01:15:34:04 |  | 01:15:35:11 |  | 01:07 | JACK:
 |  |  |  | FROM | A MAN |  |  |  |  |  |  | Thank you, Phil.
 |  |  |  | JACK: |  | 362 | 01:15:35:13 |  | 01:15:37:23 |  | 02:10 | The floor is yours, sir.
 |  |  |  | Thank | you, Phil. |  |  |  |  |  |  | 
 |  |  |  | The floor | is yours, sir. |  |  |  |  |  |  | 
259 | 01:15:36:10 |  |  | MCU | - CHRISTOU WATCHES |  |  |  |  |  |  | 
260 | 01:15:38:01 |  |  | FS - | JACK INTRODUCES | 363 | 01:15:38:01 |  | 01:15:40:23 |  | 02:22 | Ladies and gentlemen, Christou.
 |  |  |  | CHRISTOU | TO THE AUDIENCE |  |  |  |  |  |  | 
 |  |  |  |  |  | 364 | 01:15:41:01 |  | 01:15:45:02 |  | 04:01 | [audience cheering]
 |  |  |  | Ladies | and gentlemen, Christou. |  |  |  |  |  |  | 
 |  |  |  | [audience | cheering] |  |  |  |  |  |  | 
261 | 01:15:42:12 |  |  | MS - | GUS CLAPS |  |  |  |  |  |  | 
262 | 01:15:44:17 |  |  | MWS | - CHRISTOU TAKES A DEEP | 365 | 01:15:45:04 |  | 01:15:48:02 |  | 02:22 | [inhales]
 |  |  |  | BREATH |  |  |  |  |  |  |  | 
 |  |  |  | [inhales] |  |  |  |  |  |  |  | 
263 | 01:15:47:05 |  |  | MCU | - CHRISTOU TAKES A DEEP | 366 | 01:15:51:03 |  | 01:15:54:05 |  | 03:02 | [exhales]
 |  |  |  | BREATH |  |  |  |  |  |  |  | 
 |  |  |  | [exhales] |  |  |  |  |  |  |  | 
264 | 01:15:51:16 |  |  | MS - | JACK AND GUS WATCH |  |  |  |  |  |  | 
265 | 01:15:54:07 |  |  | MCU | - CHRISTOU CHANTS | 367 | 01:15:54:07 |  | 01:15:57:19 |  | 03:12 | CHRISTOU (ON/OS):
 |  |  |  |  |  |  |  |  |  |  |  | I'm already receiving
 |  |  |  | CHRISTOU | (ON/OS): |  |  |  |  |  |  | some signals here.
 |  |  |  | I'm already | receiving |  |  |  |  |  |  | 
 |  |  |  | some | signals here. |  |  |  |  |  |  | 
266 | 01:15:56:03 |  |  | MS - | JACK LOOKS OVER |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 29
267 | 01:15:57:20 |  |  | MCU | - CHRISTOU GROANS | 368 | 01:15:59:07 |  | 01:16:00:12 |  | 01:05 | [grunts]
 |  |  |  | [grunts] |  |  |  |  |  |  |  | 
268 | 01:15:59:15 |  |  | MS - | CHRISTOU HOLDS HIS HEAD | 369 | 01:16:02:19 |  | 01:16:03:20 |  | 01:01 | The letter P.
 |  |  |  | The letter | P. |  |  |  |  |  |  | 
269 | 01:16:03:13 |  |  | MS - | JACK SMILES | 370 | 01:16:04:20 |  | 01:16:06:02 |  | 01:06 | I'm hearing Peter,
 |  |  |  | I'm hearing | Peter, |  |  |  |  |  |  | 
270 | 01:16:05:17 |  |  | MS - | CHRISTOU STEPS FORWARD | 371 | 01:16:12:21 |  | 01:16:13:21 |  | 01:00 | Pete...
 |  |  |  | Pete... |  |  |  |  |  |  |  | 
271 | 01:16:13:10 |  |  | MS -JACK | WATCHES | 372 | 01:16:15:11 |  | 01:16:19:03 |  | 03:16 | No, wait, it's clearer now.
 |  |  |  |  |  |  |  |  |  |  |  | Peterson.
 |  |  |  | No, wait, | it's clearer now. |  |  |  |  |  |  | 
 |  |  |  | Peterson. |  |  |  |  |  |  |  | 
272 | 01:16:17:14 |  |  | MS - | CHRISTOU HOLDS HIS HEAD | 373 | 01:16:19:05 |  | 01:16:20:07 |  | 01:02 | I'm hearing the name Peterson.
 |  |  |  | I'm hearing | the name Peterson. |  |  |  |  |  |  | 
 |  |  |  |  |  | 374 | 01:16:20:09 |  | 01:16:21:20 |  | 01:11 | BARRY (OS):
 |  |  |  |  |  |  |  |  |  |  |  | My wife's name is... Peterman?
 |  |  |  | BARRY | (OS): |  |  |  |  |  |  | 
 |  |  |  | My wife's | name is... Peterman? |  |  |  |  |  |  | 
 |  |  |  |  |  | 375 | 01:16:21:22 |  | 01:16:22:12 |  | 00:14 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | What?
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | What? |  |  |  |  |  |  |  | 
273 | 01:16:22:07 |  |  | FS - | CHRISTOU TURNS TO THE | 376 | 01:16:22:14 |  | 01:16:24:12 |  | 01:22 | I'm sorry?
 |  |  |  | AUDIENCE |  |  |  |  |  |  |  | 
 |  |  |  | I'm sorry? |  |  |  |  |  |  |  | 
274 | 01:16:23:21 |  |  | MCU | - CHRISTOU POINTS | 377 | 01:16:24:14 |  | 01:16:26:09 |  | 01:19 | JACK (ON/OS):
 |  |  |  |  |  |  |  |  |  |  |  | Sir? You up there, yeah.
 |  |  |  | JACK | (ON/OS): |  |  |  |  |  |  | 
 |  |  |  | Sir? | You up there, yeah. |  |  |  |  |  |  | 
275 | 01:16:25:21 |  |  | MWS | - JACK STEPS TOWARDS | 378 | 01:16:26:11 |  | 01:16:28:10 |  | 01:23 | Yeah, okay, sir. If you
 |  |  |  | BARRY |  |  |  |  |  |  |  | could stand up back there.
 |  |  |  | Yeah, | okay, sir. If you |  |  |  |  |  |  | 
 |  |  |  |  |  | 379 | 01:16:28:12 |  | 01:16:30:17 |  | 02:05 | Thank you. Hi, Mr. Peterson.
 |  |  |  | could | stand up back there. |  |  |  |  |  |  | 
 |  |  |  |  |  | 380 | 01:16:30:19 |  | 01:16:34:08 |  | 03:13 | BARRY:
 |  |  |  | Thank | you. Hi, Mr. Peterson. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | No, my wife's maiden
 |  |  |  |  |  |  |  |  |  |  |  | name was Peterman.
 |  |  |  | BARRY: |  |  |  |  |  |  |  | 
 |  |  |  | No, my | wife's maiden |  |  |  |  |  |  | 
 |  |  |  | name | was Peterman. |  |  |  |  |  |  | 
276 | 01:16:31:08 |  |  | MWS | - BARRY SPEAKS IN THE | 381 | 01:16:34:10 |  | 01:16:37:18 |  | 03:08 | CHRISTOU:
 |  |  |  | MIC |  |  |  |  |  |  |  | Yes, that is it, Peterman.
 |  |  |  |  |  |  |  |  |  |  |  | She's in the room with us now.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 30
 |  |  |  | Yes, | that is it, Peterman. |  |  |  |  |  |  | 
 |  |  |  | She's | in the room with us now. |  |  |  |  |  |  | 
277 | 01:16:34:21 |  |  | MS - | CHRISTOU LOOKS AROUND |  |  |  |  |  |  | 
278 | 01:16:38:04 |  |  | MS - | BARRY LOOKS AROUND | 382 | 01:16:39:02 |  | 01:16:39:23 |  | 00:21 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | She is?
 |  |  |  | BARRY: |  |  |  |  |  |  |  | 
 |  |  |  | She is? |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 383 | 01:16:40:01 |  | 01:16:42:05 |  | 02:04 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | Your wife has crossed over, si?
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | Your | wife has crossed over, si? |  |  |  |  |  |  | 
279 | 01:16:41:00 |  |  | MS - | CHRISTOU EXPLAINS | 384 | 01:16:42:07 |  | 01:16:43:05 |  | 00:22 | MAN (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | You could say that.
 |  |  |  | MAN | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | You | could say that. |  |  |  |  |  |  | 
280 | 01:16:43:05 |  |  | MS - | BARRY EXPLAINS | 385 | 01:16:43:07 |  | 01:16:45:14 |  | 02:07 | She ran off with my
 |  |  |  |  |  |  |  |  |  |  |  | neighbour five years ago.
 |  |  |  | She ran | off with my |  |  |  |  |  |  | 
 |  |  |  | neighbour | five years ago. |  |  |  |  |  |  | 
 |  |  |  |  |  | 386 | 01:16:45:16 |  | 01:16:47:19 |  | 02:03 | [audience laughing]
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
281 | 01:16:46:03 |  |  | MS - | CHRISTOU WATCHES |  |  |  |  |  |  | 
282 | 01:16:47:20 |  |  | MS - | JACK AND BARRY LAUGH | 387 | 01:16:47:21 |  | 01:16:49:16 |  | 01:19 | JACK (OS):
 |  |  |  |  |  |  |  |  |  |  |  | Sorry to hear that.
 |  |  |  | JACK | (OS): |  |  |  |  |  |  | 
 |  |  |  | Sorry | to hear that. | 388 | 01:16:49:18 |  | 01:16:52:09 |  | 02:15 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | Oh, don't be. My golf game's
 |  |  |  | BARRY: |  |  |  |  |  |  |  | never been better.
 |  |  |  | Oh, don't | be. My golf game's never |  |  |  |  |  |  | 
 |  |  |  | been | better. |  |  |  |  |  |  | 
 |  |  |  |  |  | 389 | 01:16:52:11 |  | 01:16:54:08 |  | 01:21 | [laughs]
 |  |  |  |  |  |  |  |  |  |  |  | [audience laughing]
 |  |  |  | [laughs] |  |  |  |  |  |  |  | 
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
283 | 01:16:53:11 |  |  | MS - | CHRISTOU HOLDS HIS EAR | 390 | 01:16:54:10 |  | 01:16:55:18 |  | 01:08 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | No, but there is a...
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | No, but | there is a... | 391 | 01:16:56:22 |  | 01:16:59:12 |  | 02:14 | Now I'm hearing
 |  |  |  |  |  |  |  |  |  |  |  | the name Elizabeth.
 |  |  |  | Now | I'm hearing |  |  |  |  |  |  | 
 |  |  |  | the name | Elizabeth. |  |  |  |  |  |  | 
284 | 01:16:59:12 |  |  | MS - | BARRY SPEAKS IN THE MIC | 392 | 01:17:00:10 |  | 01:17:02:12 |  | 02:02 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | No, her name was Helen.
 |  |  |  | BARRY: |  |  |  |  |  |  |  | 
 |  |  |  | No, her | name was Helen. | 393 | 01:17:02:14 |  | 01:17:04:00 |  | 01:10 | There was no Beth or Betty?
 |  |  |  | There | was no Beth or Betty? |  |  |  |  |  |  | 
285 | 01:17:02:17 |  |  | MS - | CHRISTOU ASKS | 394 | 01:17:04:02 |  | 01:17:04:17 |  | 00:15 | BARRY (OS):
 |  |  |  |  |  |  |  |  |  |  |  | Correct.
 |  |  |  | BARRY | (OS): |  |  |  |  |  |  | 
 |  |  |  | Correct. |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 31
 |  |  |  |  |  | 395 | 01:17:04:19 |  | 01:17:05:22 |  | 01:03 | CHRISTOU:
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | There was a Betty.
 |  |  |  | There | was a Betty. |  |  |  |  |  |  | 
286 | 01:17:05:14 |  |  | MS - | BARRY EXPLAINS | 396 | 01:17:06:00 |  | 01:17:08:16 |  | 02:16 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | No. You're correct,
 |  |  |  | BARRY: |  |  |  |  |  |  |  | there was no Beth or Betty.
 |  |  |  | No. You're | correct, |  |  |  |  |  |  | 
 |  |  |  | there | was no Beth or Betty. |  |  |  |  |  |  | 
 |  |  |  |  |  | 397 | 01:17:08:18 |  | 01:17:09:08 |  | 00:14 | [audience laughing]
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
287 | 01:17:09:05 |  |  | MS - | CHRISTOU ASKS | 398 | 01:17:09:10 |  | 01:17:10:17 |  | 01:07 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | A name starting with B.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | A name | starting with B. |  |  |  |  |  |  | 
288 | 01:17:10:15 |  |  | MS - | BARRY EXPLAINS | 399 | 01:17:10:19 |  | 01:17:11:20 |  | 01:01 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | My name's Barry.
 |  |  |  | BARRY: |  |  |  |  |  |  |  | 
 |  |  |  | My name's | Barry. |  |  |  |  |  |  | 
289 | 01:17:11:21 |  |  | MS - | CHRISTOU FROWNS | 400 | 01:17:11:22 |  | 01:17:12:16 |  | 00:18 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | That's not it.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | That's | not it. | 401 | 01:17:12:18 |  | 01:17:14:15 |  | 01:21 | BARRY:
 |  |  |  |  |  |  |  |  |  |  |  | Well, it has been for 42 years.
 |  |  |  | BARRY: |  |  |  |  |  |  |  | 
 |  |  |  | Well, | it has been for 42 years. |  |  |  |  |  |  | 
290 | 01:17:12:19 |  |  | MWS | - BARRY SHRUGS. JACK | 402 | 01:17:14:17 |  | 01:17:17:17 |  | 03:00 | [audience laughing]
 |  |  |  | LAUGHS | WITH THE AUDIENCE |  |  |  |  |  |  | 
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
291 | 01:17:17:01 |  |  | MS - | CHRISTOU LOOKS AROUND | 403 | 01:17:19:05 |  | 01:17:20:17 |  | 01:12 | CHRISTOU:
 |  |  |  |  |  |  |  |  |  |  |  | Gone.
 |  |  |  | CHRISTOU: |  |  |  |  |  |  |  | 
 |  |  |  | Gone. |  | 404 | 01:17:20:19 |  | 01:17:22:21 |  | 02:02 | The spirit has
 |  |  |  |  |  |  |  |  |  |  |  | passed. I'm sorry.
 |  |  |  | The spirit | has |  |  |  |  |  |  | 
 |  |  |  | passed. | I'm sorry. |  |  |  |  |  |  | 
 |  |  |  |  |  | 405 | 01:17:22:23 |  | 01:17:25:14 |  | 02:15 | Sometimes the signal
 |  |  |  |  |  |  |  |  |  |  |  | gets scrambled.
 |  |  |  | Sometimes | the signal |  |  |  |  |  |  | 
 |  |  |  | gets | scrambled. |  |  |  |  |  |  | 
292 | 01:17:23:02 |  |  | MWS | - JACK WATCHES |  |  |  |  |  |  | 
293 | 01:17:25:08 |  |  | MS - | CHRISTOU EXPLAINS | 406 | 01:17:25:16 |  | 01:17:26:22 |  | 01:06 | Studio lights. Cameras.
 |  |  |  | Studio | lights. Cameras. |  |  |  |  |  |  | 
 |  |  |  |  |  | 407 | 01:17:27:00 |  | 01:17:29:00 |  | 02:00 | I am only a messenger.
 |  |  |  | I am | only a messenger. |  |  |  |  |  |  | 
294 | 01:17:28:23 |  |  | MS - | CHRISTOU WATCHES | 408 | 01:17:29:02 |  | 01:17:30:07 |  | 01:05 | I concentrate.
 |  |  |  | I concentrate. |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 32
 |  |  |  | JACK | (OS): | 409 | 01:17:30:09 |  | 01:17:32:05 |  | 01:20 | JACK (OS):
 |  |  |  | Barry, | have a seat. |  |  |  |  |  |  | Barry, have a seat.
 |  |  |  | Thank | you so much. |  |  |  |  |  |  | Thank you so much.
 |  |  |  | BARRY | (OS): |  |  |  |  |  |  | 
 |  |  |  |  |  | 410 | 01:17:32:07 |  | 01:17:33:01 |  | 00:18 | BARRY (OS):
 |  |  |  | Thank | you. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Thank you.
295 | 01:17:32:15 |  |  | MS - | BARRY SMILES | 411 | 01:17:33:03 |  | 01:17:36:02 |  | 02:23 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | And you, sir, looks like
 |  |  |  | JACK: |  |  |  |  |  |  |  | you went on a shopping spree
 |  |  |  | And | you, sir, looks like |  |  |  |  |  |  | 
 |  |  |  | you went | on a shopping spree |  |  |  |  |  |  | 
296 | 01:17:33:19 |  |  | MWS | - JACK SPEAKS TO THE | 412 | 01:17:36:04 |  | 01:17:39:17 |  | 03:13 | with Gus down at Barney's
 |  |  |  | AUDIENCE |  |  |  |  |  |  |  | Discount Costume Warehouse,
 |  |  |  |  |  |  |  |  |  |  |  | huh?
 |  |  |  | with | Gus down at Barney's |  |  |  |  |  |  | 
 |  |  |  | Discount | Costume Warehouse, huh? |  |  |  |  |  |  | 
 |  |  |  |  |  | 413 | 01:17:39:19 |  | 01:17:40:13 |  | 00:18 | [audience laughing]
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
297 | 01:17:39:23 |  |  | MS - | GUS HOLDS UP THE SPADE | 414 | 01:17:40:15 |  | 01:17:42:14 |  | 01:23 | JACK (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | Got quite a steal on that, huh?
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Got quite | a steal on that, huh? |  |  |  |  |  |  | 
298 | 01:17:42:07 |  |  | MWS | - JACK TICKLES THE MAN | 415 | 01:17:42:16 |  | 01:17:45:01 |  | 02:09 | Don't be upset.
 |  |  |  | WEARING | THE SKELETON SUIT |  |  |  |  |  |  | I'm just ribbing you.
 |  |  |  | Don't | be upset. |  |  |  |  |  |  | 
 |  |  |  |  |  | 416 | 01:17:45:03 |  | 01:17:45:14 |  | 00:11 | [audience laughing]
 |  |  |  | I'm just | ribbing you. |  |  |  |  |  |  | 
 |  |  |  |  |  | 417 | 01:17:45:16 |  | 01:17:46:19 |  | 01:03 | [Gus laughs]
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
 |  |  |  |  |  | 418 | 01:17:46:21 |  | 01:17:48:17 |  | 01:20 | GUS (OS):
 |  |  |  | [Gus | laughs] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Oh, Jack.
 |  |  |  | GUS | (OS): |  |  |  |  |  |  | 
 |  |  |  | Oh, Jack. |  |  |  |  |  |  |  | 
299 | 01:17:47:00 |  |  | MS - | JACK STEPS DOWN THE | 419 | 01:17:48:19 |  | 01:17:50:03 |  | 01:08 | CHRISTOU (OS/ON):
